TestDate,Time,Antenna1 GetTxPower,,
2016-02-12,16:20:17,12.192618,
2016-02-12,16:20:26,12.421843,
2016-02-12,16:20:37,12.774661,
2016-02-12,16:20:46,12.057624,
2016-02-12,16:20:56,12.013866,
2016-02-12,16:21:05,12.176894,
2016-02-12,16:21:15,12.568435,
2016-02-12,16:21:24,12.461310,
2016-02-12,16:21:34,12.325448,
2016-02-12,16:21:43,11.644923,
2016-02-12,16:22:04,12.159172,
2016-02-12,16:22:14,11.951661,
2016-02-12,16:22:24,12.603647,
2016-02-12,16:22:34,12.474093,
2016-02-12,16:22:45,11.950305,
2016-02-12,16:22:54,12.338522,
2016-02-12,16:23:05,12.683887,
2016-02-12,16:23:14,12.599026,
2016-02-12,16:23:24,12.230015,
2016-02-12,16:23:33,11.927597,
2016-02-12,16:23:53,12.123313,
2016-02-12,16:24:04,12.194023,
2016-02-12,16:24:14,12.904884,
2016-02-12,16:24:23,12.555605,
2016-02-12,16:24:32,12.540186,
2016-02-12,16:24:42,12.069939,
2016-02-12,16:24:51,12.557742,
2016-02-12,16:25:02,12.735908,
2016-02-12,16:25:12,12.530130,
2016-02-12,16:25:21,12.158436,
