TestDate,Time,Antenna1 GetTxPower,,
2016-02-12,16:14:39,12.766065,
2016-02-12,16:14:48,12.708419,
2016-02-12,16:14:59,13.153413,
2016-02-12,16:15:10,12.986854,
2016-02-12,16:15:19,12.383394,
2016-02-12,16:15:29,12.772904,
2016-02-12,16:15:39,13.036169,
2016-02-12,16:15:49,12.985460,
2016-02-12,16:15:58,13.184011,
2016-02-12,16:16:06,12.379411,
2016-02-12,16:16:20,12.698365,
2016-02-12,16:16:30,12.686728,
2016-02-12,16:16:41,13.198760,
2016-02-12,16:16:51,12.944579,
2016-02-12,16:17:01,12.375597,
2016-02-12,16:17:11,12.818921,
2016-02-12,16:17:22,13.172297,
2016-02-12,16:17:32,12.981768,
2016-02-12,16:17:43,12.862952,
2016-02-12,16:17:53,12.347087,
2016-02-12,16:18:08,12.729655,
2016-02-12,16:18:20,12.706043,
2016-02-12,16:18:31,13.182453,
2016-02-12,16:18:40,12.960694,
2016-02-12,16:18:50,12.415803,
2016-02-12,16:19:00,12.829416,
2016-02-12,16:19:13,13.137219,
2016-02-12,16:19:25,12.961620,
2016-02-12,16:19:36,12.828497,
2016-02-12,16:19:46,12.278372,
