TestDate,Time,MIS,Antenna1 GetTxPower,,
2014-10-28,11:08:20,151660000602,11.907060,
2014-10-28,11:09:20,151660010845,15.131223,
2014-10-28,11:09:32,151680020994,6.927563,
2014-10-28,11:09:43,151680021014,14.625577,
2014-10-28,11:09:54,151680024703,11.793440,
2014-10-28,11:10:15,151680025004,12.201913,
2014-10-28,11:10:26,151680025244,13.882945,
2014-10-28,11:10:38,151680027045,11.602502,
2014-10-28,11:10:51,151660018756,5.207721,
2014-10-28,11:11:04,151680019426,5.981672,
2014-10-28,11:11:39,151660000602,11.978741,
2014-10-28,11:11:50,151660010845,15.128646,
2014-10-28,11:12:01,151680020994,6.945093,
2014-10-28,11:12:13,151680021014,14.637482,
2014-10-28,11:12:25,151680024703,11.599932,
2014-10-28,11:12:42,151680025004,12.208323,
2014-10-28,11:12:53,151680025244,13.900304,
2014-10-28,11:13:06,151680027045,11.410222,
2014-10-28,11:13:18,151660018756,5.260812,
2014-10-28,11:13:29,151680019426,6.034581,
2014-10-28,11:14:02,151660000602,11.882296,
2014-10-28,11:14:13,151660010845,15.143943,
2014-10-28,11:14:25,151680020994,6.744796,
2014-10-28,11:14:36,151680021014,14.623742,
2014-10-28,11:14:48,151680024703,11.748607,
2014-10-28,11:15:00,151680025004,12.314989,
2014-10-28,11:15:14,151680025244,13.925820,
2014-10-28,11:15:25,151680027045,10.830550,
2014-10-28,11:15:43,151660018756,5.196145,
2014-10-28,11:15:54,151680019426,6.044514,
2014-10-28,12:26:33,154080000066,62347,3433A,14W43,21154,08000,0066,27.47359,290.409,173.082,83.357,12.468128,2505,9,4,9,4,12.416517,10.636845,24.201556,24.201519,26.829495,26.192397,32.96454,5.490950,
2014-10-28,13:02:02,154080000055,62347,3433A,14W43,21154,08000,0055,21.61844,291.998,174.819,80.753,12.243026,2711,8,4,8,4,11.356669,9.049389,24.201647,24.201635,25.492080,24.751668,27.38954,5.771100,
2014-10-28,13:11:56,154080000095,62347,3433A,14W43,21154,08000,0095,22.43087,291.429,174.240,79.884,12.478644,2667,12,4,12,4,12.513735,10.727894,24.201579,24.201548,27.329997,26.641983,28.56617,6.135300,
2014-10-28,13:49:15,154180000056,62347,3408A,14W43,21154,18000,0056,23.94369,284.427,174.240,83.792,12.487609,2605,16,4,16,4,12.402962,7.756141,24.201540,24.201517,28.084123,26.554128,30.21907,6.275380,
