TestDate,Time,MIS,Antenna1 GetTxPower,Antenna2 GetTxPower,Antenna1 GetCenterFrequency,Antenna2 GetCenterFrequency,,
2014-11-25,09:56:10,151360075345,15.433516,11.585917,24.201580,24.201576,
2014-11-25,10:37:29,180780007574,62347,3470A,14W47,21180,78000,7574,23.15927,283.619,175.398,85.962,12.454955,2656,8,4,8,4,12.421827,7.800039,24.201582,24.201564,27.271182,25.809619,28.84632,5.687050,
2014-11-25,10:38:59,
2014-11-25,10:40:25,
