TestDate,Time,MIS,Antenna1 GetTxPower,,
2014-10-28,11:00:56,151660000602,11.977980,
2014-10-28,11:01:07,151660010845,15.306478,
2014-10-28,11:01:19,151680020994,6.995945,
2014-10-28,11:01:30,151680021014,14.610737,
2014-10-28,11:01:41,151680024703,11.715612,
2014-10-28,11:02:03,151680025004,12.366957,
2014-10-28,11:02:15,151680025244,13.992068,
2014-10-28,11:02:29,151680027045,11.516892,
2014-10-28,11:02:40,151660018756,5.212515,
2014-10-28,11:02:51,151680019426,6.067074,
2014-10-28,11:03:33,151660000602,12.011310,
2014-10-28,11:03:45,151660010845,15.240170,
2014-10-28,11:03:58,151680020994,6.919279,
2014-10-28,11:04:09,151680021014,14.625669,
2014-10-28,11:04:20,151680024703,11.756308,
2014-10-28,11:04:32,151680025004,12.300390,
2014-10-28,11:04:43,151680025244,14.016597,
2014-10-28,11:04:54,151680027045,11.554700,
2014-10-28,11:05:05,151660018756,5.364672,
2014-10-28,11:05:17,151680019426,6.064866,
2014-10-28,11:05:52,151660000602,11.960730,
2014-10-28,11:06:05,151660010845,15.224825,
2014-10-28,11:06:17,151680020994,6.954809,
2014-10-28,11:06:28,151680021014,14.559161,
2014-10-28,11:06:41,151680024703,11.651435,
2014-10-28,11:06:57,151680025004,12.317632,
2014-10-28,11:07:08,151680025244,14.012212,
2014-10-28,11:07:20,151680027045,11.644028,
2014-10-28,11:07:32,151660018756,5.260053,
2014-10-28,11:07:43,151680019426,6.127695,
