TestDate,Time,MIS,Antenna1 GetTxPower,,
2014-11-07,10:05:51,,
2014-11-07,10:33:05,153180000073,62347,3418A,14W44,51153,18000,0073,24.36391,284.434,0.000,0.000,
2014-11-07,10:36:04,
2014-11-07,10:40:42,
2014-11-07,10:44:28,153180000073,62347,3418A,14W44,51153,18000,0073,27.97786,286.944,173.082,90.738,12.464327,2478,9,4,9,4,12.418549,7.555724,24.201658,24.201515,28.182554,26.735823,33.805,5.827140,
