TestDate,Time,MIS,Antenna1 GetTxPower,Antenna2 GetTxPower,Antenna1 GetCenterFrequency,Antenna2 GetCenterFrequency,,
2014-11-11,10:21:57,153680000306,12.787525,8.279677,24.201690,24.201700,
2014-11-11,10:22:43,153680000166,13.402191,8.591951,24.201642,24.201649,
2014-11-11,10:24:09,153680000222,12.472887,7.135238,24.201649,24.201642,
2014-11-11,10:25:01,153680000353,13.398293,9.280009,24.201721,24.201710,
2014-11-11,10:26:01,153580000364,12.958224,8.188087,24.201719,24.201747,
2014-11-11,10:27:38,153580000223,13.062639,7.917311,24.201751,24.201764,
2014-11-11,10:28:25,153580000336,13.330762,8.630622,24.201692,24.201699,
2014-11-11,10:28:45,153580000344,13.132869,8.385205,24.201724,24.201720,
2014-11-11,10:29:08,153580000343,13.736223,9.584094,24.201676,24.201641,
2014-11-11,10:30:44,153580000346,11.826382,5.895349,24.201655,24.201648,
2014-11-11,10:31:01,,
2014-11-11,10:32:42,153580000332,13.812615,9.520369,24.201609,24.201753,
2014-11-11,10:33:08,153580000293,13.574518,9.169491,24.201717,24.201707,
2014-11-11,13:27:07,153580000362,12.772391,7.217742,24.201691,24.201708,
